combination;time
combination_2;2002
combination_2;1996
combination_2;1807
combination_2;1829
combination_2;1944
combination_2;442
combination_2;686
combination_2;2168
combination_2;729
combination_2;481
combination_2;64
combination_2;151
combination_2;97
combination_2;103
combination_2;146
combination_2;4015
combination_2;6557
combination_2;438
combination_2;1249
combination_2;6477
combination_2;99
combination_2;87
combination_2;87
combination_2;85
combination_2;70
combination_2;956
combination_2;964
combination_2;857
combination_2;971
combination_2;905
combination_2;7370
combination_2;7352
combination_2;7236
combination_2;734
combination_2;508
combination_2;537
combination_2;391
combination_2;382
combination_2;553
combination_2;844
combination_2;744
combination_2;6817
combination_2;7243
combination_2;1200
combination_2;669
combination_2;2481
combination_2;2489
combination_2;3127
combination_2;2460
combination_2;2447
combination_2;2137
combination_2;488
combination_2;508
combination_2;2320
combination_2;2075
combination_2;2667
combination_2;2613
combination_2;2624
combination_2;3549
combination_2;2847
combination_2;1498
combination_2;721
combination_2;91
combination_2;744
combination_2;718
combination_2;35
combination_2;48
combination_2;14
combination_2;44
combination_2;51
combination_3;11042
combination_3;10914
combination_3;10997
combination_3;10757
combination_3;11027
combination_3;40391
combination_3;38675
combination_3;41754
combination_3;40038
combination_3;40157
combination_3;149599
combination_3;146190
combination_3;173465
combination_3;146307
combination_3;149033
combination_3;1005
combination_3;994
combination_3;1058
combination_3;1359
combination_3;973
combination_3;133
combination_3;97
combination_3;128
combination_3;122
combination_3;108
combination_3;99
combination_3;455
combination_3;418
combination_3;412
combination_3;68
combination_3;2103
combination_3;2139
combination_3;2059
combination_3;1930
combination_3;1996
combination_3;447
combination_3;680
combination_3;999
combination_3;680
combination_3;445
combination_3;67
combination_3;156
combination_3;104
combination_3;133
combination_3;146
combination_3;3932
combination_3;6501
combination_3;372
combination_3;1265
combination_3;6434
combination_3;78
combination_3;68
combination_3;74
combination_3;69
combination_3;63
combination_3;923
combination_3;941
combination_3;891
combination_3;929
combination_3;915
combination_3;7456
combination_3;9067
combination_3;7839
combination_3;722
combination_3;544
combination_3;604
combination_3;399
combination_3;398
combination_3;571
combination_3;818
combination_3;701
combination_3;7098
combination_3;7541
combination_3;1235
combination_3;674
combination_3;2548
combination_3;2549
combination_3;2510
combination_3;2516
combination_3;2493
combination_3;2219
combination_3;508
combination_3;547
combination_3;2373
combination_3;2125
combination_3;2692
combination_3;2717
combination_3;2752
combination_3;2676
combination_3;2748
combination_3;733
combination_3;731
combination_3;93
combination_3;760
combination_3;703
combination_3;18
combination_3;48
combination_3;7
combination_3;46
combination_3;44
combination_4;22927
combination_4;11492
combination_4;11610
combination_4;11242
combination_4;11648
combination_4;48980
combination_4;40950
combination_4;44091
combination_4;40810
combination_4;43286
combination_4;203738
combination_4;201427
combination_4;172319
combination_4;158698
combination_4;159226
combination_4;1981
combination_4;1279
combination_4;1061
combination_4;1025
combination_4;1195
combination_4;535
combination_4;259
combination_4;148
combination_4;121
combination_4;103
combination_4;344
combination_4;918
combination_4;491
combination_4;449
combination_4;168
combination_4;4602
combination_4;4595
combination_4;5288
combination_4;2212
combination_4;4261
combination_4;936
combination_4;2174
combination_4;1966
combination_4;1296
combination_4;496
combination_4;123
combination_4;262
combination_4;157
combination_4;180
combination_4;164
combination_4;2605
combination_4;4131
combination_4;255
combination_4;843
combination_4;2399
combination_4;146
combination_4;82
combination_4;134
combination_4;79
combination_4;72
combination_4;1886
combination_4;1018
combination_4;1753
combination_4;1035
combination_4;938
combination_4;5430
combination_4;2723
combination_4;2579
combination_4;1422
combination_4;1045
combination_4;1353
combination_4;843
combination_4;427
combination_4;629
combination_4;1718
combination_4;1673
combination_4;16530
combination_4;8139
combination_4;2711
combination_4;732
combination_4;4683
combination_4;4592
combination_4;2617
combination_4;4585
combination_4;3417
combination_4;4073
combination_4;1061
combination_4;529
combination_4;4755
combination_4;2252
combination_4;4986
combination_4;5737
combination_4;4879
combination_4;5041
combination_4;2911
combination_4;1433
combination_4;1525
combination_4;206
combination_4;815
combination_4;780
combination_4;58
combination_4;92
combination_4;16
combination_4;62
combination_4;56
combination_5;11392
combination_5;10576
combination_5;12508
combination_5;11193
combination_5;11016
combination_5;39932
combination_5;41757
combination_5;41637
combination_5;42154
combination_5;42705
combination_5;151016
combination_5;196443
combination_5;163378
combination_5;150677
combination_5;149457
combination_5;1504
combination_5;1216
combination_5;997
combination_5;995
combination_5;1088
combination_5;343
combination_5;184
combination_5;156
combination_5;121
combination_5;101
combination_5;198
combination_5;717
combination_5;476
combination_5;425
combination_5;110
combination_5;3416
combination_5;4228
combination_5;3111
combination_5;1976
combination_5;4135
combination_5;711
combination_5;994
combination_5;2170
combination_5;1015
combination_5;477
combination_5;111
combination_5;222
combination_5;130
combination_5;171
combination_5;176
combination_5;1996
combination_5;3683
combination_5;198
combination_5;677
combination_5;2155
combination_5;102
combination_5;78
combination_5;104
combination_5;81
combination_5;69
combination_5;1570
combination_5;1013
combination_5;1415
combination_5;1010
combination_5;939
combination_5;3932
combination_5;2587
combination_5;2543
combination_5;1128
combination_5;801
combination_5;1064
combination_5;655
combination_5;431
combination_5;603
combination_5;1291
combination_5;1255
combination_5;11856
combination_5;7062
combination_5;1970
combination_5;694
combination_5;3709
combination_5;3700
combination_5;3479
combination_5;3660
combination_5;3455
combination_5;3233
combination_5;812
combination_5;572
combination_5;3641
combination_5;2140
combination_5;3954
combination_5;3931
combination_5;2731
combination_5;3904
combination_5;2709
combination_5;1170
combination_5;1230
combination_5;139
combination_5;756
combination_5;735
combination_5;61
combination_5;74
combination_5;12
combination_5;56
combination_5;41
combination_6;11209
combination_6;10850
combination_6;11086
combination_6;10823
combination_6;10739
combination_6;41413
combination_6;40199
combination_6;41748
combination_6;42338
combination_6;41570
combination_6;153036
combination_6;151256
combination_6;197492
combination_6;152685
combination_6;151976
combination_6;989
combination_6;1053
combination_6;1009
combination_6;999
combination_6;994
combination_6;133
combination_6;119
combination_6;137
combination_6;124
combination_6;147
combination_6;135
combination_6;441
combination_6;423
combination_6;423
combination_6;76
combination_6;2136
combination_6;2080
combination_6;1940
combination_6;2017
combination_6;2116
combination_6;442
combination_6;1551
combination_6;1040
combination_6;687
combination_6;452
combination_6;60
combination_6;147
combination_6;85
combination_6;118
combination_6;175
combination_6;1240
combination_6;2483
combination_6;163
combination_6;561
combination_6;2537
combination_6;65
combination_6;65
combination_6;65
combination_6;65
combination_6;64
combination_6;984
combination_6;962
combination_6;906
combination_6;953
combination_6;937
combination_6;2518
combination_6;2519
combination_6;2458
combination_6;737
combination_6;575
combination_6;570
combination_6;405
combination_6;403
combination_6;599
combination_6;829
combination_6;713
combination_6;6887
combination_6;6977
combination_6;1229
combination_6;729
combination_6;2540
combination_6;2532
combination_6;2504
combination_6;2533
combination_6;2515
combination_6;2159
combination_6;488
combination_6;484
combination_6;2851
combination_6;2240
combination_6;2676
combination_6;2736
combination_6;2628
combination_6;3458
combination_6;2827
combination_6;722
combination_6;1474
combination_6;92
combination_6;765
